"","X","acne","treatment","color"
"1727",1727,0,"jellybean","blue"
"9375",9375,0,"jellybean","peach"
"6415",6415,1,"jellybean","cyan"
"8120",8120,1,"placebo","red"
"5763",5763,0,"jellybean","tan"
"1592",1592,1,"placebo","blue"
"5831",5831,0,"jellybean","tan"
"7774",7774,0,"placebo","beige"
"4454",4454,0,"placebo","magenta"
"5158",5158,0,"placebo","grey"
"2558",2558,0,"placebo","salmon"
"3766",3766,1,"placebo","turquoise"
"3641",3641,0,"jellybean","turquoise"
"2659",2659,0,"jellybean","salmon"
"3169",3169,0,"jellybean","green"
"1796",1796,0,"placebo","blue"
"5771",5771,0,"jellybean","tan"
"9999",9999,0,"jellybean","orange"
"3406",3406,0,"placebo","green"
"383",383,0,"jellybean","purple"
"35",35,0,"jellybean","purple"
"4901",4901,0,"jellybean","yellow"
"5836",5836,0,"placebo","tan"
"8406",8406,0,"placebo","red"
"4940",4940,0,"placebo","yellow"
"9082",9082,0,"placebo","peach"
"411",411,0,"jellybean","purple"
"5229",5229,0,"jellybean","grey"
"4202",4202,0,"placebo","magenta"
"5101",5101,0,"jellybean","grey"
"8892",8892,0,"placebo","black"
"6347",6347,1,"jellybean","cyan"
"288",288,0,"placebo","purple"
"2496",2496,1,"placebo","teal"
"3950",3950,0,"placebo","turquoise"
"677",677,1,"jellybean","brown"
"8562",8562,0,"placebo","black"
"9401",9401,1,"jellybean","peach"
"2216",2216,0,"placebo","teal"
"5896",5896,0,"placebo","tan"
"719",719,1,"jellybean","brown"
"8855",8855,0,"jellybean","black"
"722",722,0,"placebo","brown"
"5119",5119,0,"jellybean","grey"
"4303",4303,1,"jellybean","magenta"
"7681",7681,0,"jellybean","beige"
"5628",5628,0,"placebo","tan"
"9743",9743,0,"jellybean","orange"
"3167",3167,0,"jellybean","green"
"240",240,1,"placebo","purple"
"4010",4010,1,"placebo","magenta"
"1103",1103,0,"jellybean","pink"
"4337",4337,0,"jellybean","magenta"
"1656",1656,0,"placebo","blue"
"9795",9795,1,"jellybean","orange"
"4793",4793,0,"jellybean","yellow"
"8330",8330,0,"placebo","red"
"10",10,0,"placebo","purple"
"8432",8432,0,"placebo","red"
"4625",4625,0,"jellybean","yellow"
"6821",6821,1,"jellybean","lilac"
"3660",3660,0,"placebo","turquoise"
"6970",6970,0,"placebo","lilac"
"1147",1147,0,"jellybean","pink"
"4524",4524,0,"placebo","yellow"
"5433",5433,1,"jellybean","grey"
"7038",7038,0,"placebo","mauve"
"2352",2352,1,"placebo","teal"
"6111",6111,0,"jellybean","cyan"
"3056",3056,1,"placebo","green"
"545",545,0,"jellybean","brown"
"5237",5237,0,"jellybean","grey"
"8320",8320,0,"placebo","red"
"2112",2112,0,"placebo","teal"
"804",804,0,"placebo","brown"
"7396",7396,0,"placebo","mauve"
"2132",2132,0,"placebo","teal"
"7738",7738,0,"placebo","beige"
"4789",4789,0,"jellybean","yellow"
"310",310,0,"placebo","purple"
"3336",3336,0,"placebo","green"
"3737",3737,1,"jellybean","turquoise"
"8752",8752,0,"placebo","black"
"6975",6975,0,"jellybean","lilac"
"4516",4516,0,"placebo","yellow"
"4365",4365,0,"jellybean","magenta"
"5479",5479,0,"jellybean","grey"
"3383",3383,0,"jellybean","green"
"85",85,0,"jellybean","purple"
"3438",3438,1,"placebo","green"
"9794",9794,1,"placebo","orange"
"3774",3774,0,"placebo","turquoise"
"4472",4472,0,"placebo","magenta"
"7294",7294,0,"placebo","mauve"
"1762",1762,0,"placebo","blue"
"3847",3847,0,"jellybean","turquoise"
"9460",9460,0,"placebo","peach"
"8480",8480,0,"placebo","red"
"7586",7586,0,"placebo","beige"
"7437",7437,0,"jellybean","mauve"
"8606",8606,0,"placebo","black"
"8111",8111,0,"jellybean","red"
"7560",7560,0,"placebo","beige"
"7288",7288,0,"placebo","mauve"
"1709",1709,1,"jellybean","blue"
"5605",5605,0,"jellybean","tan"
"7006",7006,1,"placebo","mauve"
"5393",5393,0,"jellybean","grey"
"9793",9793,0,"jellybean","orange"
"9842",9842,0,"placebo","orange"
"9042",9042,0,"placebo","peach"
"5501",5501,0,"jellybean","tan"
"6248",6248,0,"placebo","cyan"
"2843",2843,1,"jellybean","salmon"
"2100",2100,0,"placebo","teal"
"6264",6264,0,"placebo","cyan"
"1273",1273,0,"jellybean","pink"
"5078",5078,0,"placebo","grey"
"4841",4841,0,"jellybean","yellow"
"2554",2554,0,"placebo","salmon"
"3151",3151,0,"jellybean","green"
"9924",9924,0,"placebo","orange"
"3176",3176,0,"placebo","green"
"9995",9995,0,"jellybean","orange"
"9311",9311,0,"jellybean","peach"
"7749",7749,0,"jellybean","beige"
"6474",6474,0,"placebo","cyan"
"8904",8904,0,"placebo","black"
"6606",6606,1,"placebo","lilac"
"2253",2253,0,"jellybean","teal"
"2830",2830,0,"placebo","salmon"
"5712",5712,0,"placebo","tan"
"5914",5914,0,"placebo","tan"
"9450",9450,0,"placebo","peach"
"3489",3489,1,"jellybean","green"
"6889",6889,0,"jellybean","lilac"
"3292",3292,0,"placebo","green"
"2563",2563,0,"jellybean","salmon"
"1344",1344,0,"placebo","pink"
"3902",3902,0,"placebo","turquoise"
"1162",1162,0,"placebo","pink"
"9159",9159,1,"jellybean","peach"
"5702",5702,0,"placebo","tan"
"9071",9071,0,"jellybean","peach"
"9233",9233,1,"jellybean","peach"
"2931",2931,0,"jellybean","salmon"
"9544",9544,0,"placebo","orange"
"328",328,0,"placebo","purple"
"7297",7297,0,"jellybean","mauve"
"6703",6703,1,"jellybean","lilac"
"7039",7039,0,"jellybean","mauve"
"9896",9896,0,"placebo","orange"
"8648",8648,0,"placebo","black"
"7914",7914,0,"placebo","beige"
"5590",5590,1,"placebo","tan"
"325",325,0,"jellybean","purple"
"9708",9708,0,"placebo","orange"
"8061",8061,0,"jellybean","red"
"3110",3110,0,"placebo","green"
"9725",9725,0,"jellybean","orange"
"3821",3821,1,"jellybean","turquoise"
"2879",2879,0,"jellybean","salmon"
"9343",9343,1,"jellybean","peach"
"3063",3063,0,"jellybean","green"
"8711",8711,1,"jellybean","black"
"8235",8235,0,"jellybean","red"
"6575",6575,1,"jellybean","lilac"
"5204",5204,0,"placebo","grey"
"6172",6172,0,"placebo","cyan"
"7982",7982,1,"placebo","beige"
"1914",1914,0,"placebo","blue"
"3096",3096,0,"placebo","green"
"4785",4785,0,"jellybean","yellow"
"5372",5372,0,"placebo","grey"
"5363",5363,0,"jellybean","grey"
"6316",6316,0,"placebo","cyan"
"6841",6841,1,"jellybean","lilac"
"998",998,0,"placebo","brown"
"2050",2050,0,"placebo","teal"
"8417",8417,0,"jellybean","red"
"8763",8763,0,"jellybean","black"
"8938",8938,0,"placebo","black"
"6801",6801,0,"jellybean","lilac"
"6044",6044,0,"placebo","cyan"
"9471",9471,0,"jellybean","peach"
"4669",4669,0,"jellybean","yellow"
"5560",5560,0,"placebo","tan"
"5083",5083,1,"jellybean","grey"
"2203",2203,0,"jellybean","teal"
"6322",6322,0,"placebo","cyan"
"7502",7502,0,"placebo","beige"
"8684",8684,1,"placebo","black"
"6911",6911,0,"jellybean","lilac"
"3589",3589,0,"jellybean","turquoise"
"730",730,0,"placebo","brown"
"583",583,1,"jellybean","brown"
"1316",1316,0,"placebo","pink"
"3450",3450,0,"placebo","green"
"2683",2683,1,"jellybean","salmon"
"6820",6820,0,"placebo","lilac"
"8255",8255,0,"jellybean","red"
"1568",1568,1,"placebo","blue"
"3464",3464,0,"placebo","green"
"412",412,1,"placebo","purple"
"2358",2358,0,"placebo","teal"
"4254",4254,1,"placebo","magenta"
"6035",6035,1,"jellybean","cyan"
"3908",3908,1,"placebo","turquoise"
"6332",6332,0,"placebo","cyan"
"1085",1085,0,"jellybean","pink"
"9023",9023,0,"jellybean","peach"
"9960",9960,0,"placebo","orange"
"8573",8573,0,"jellybean","black"
"1988",1988,0,"placebo","blue"
"8551",8551,0,"jellybean","black"
"9290",9290,0,"placebo","peach"
"9436",9436,1,"placebo","peach"
"9625",9625,0,"jellybean","orange"
"2650",2650,0,"placebo","salmon"
"505",505,0,"jellybean","brown"
"6138",6138,0,"placebo","cyan"
"1245",1245,1,"jellybean","pink"
"8006",8006,1,"placebo","red"
"2391",2391,0,"jellybean","teal"
"9542",9542,0,"placebo","orange"
"6965",6965,0,"jellybean","lilac"
"2237",2237,1,"jellybean","teal"
"1799",1799,0,"jellybean","blue"
"5431",5431,0,"jellybean","grey"
"6259",6259,0,"jellybean","cyan"
"8055",8055,0,"jellybean","red"
"9527",9527,0,"jellybean","orange"
"2870",2870,0,"placebo","salmon"
"5073",5073,0,"jellybean","grey"
"7918",7918,0,"placebo","beige"
"1692",1692,0,"placebo","blue"
"4988",4988,0,"placebo","yellow"
"1864",1864,1,"placebo","blue"
"1963",1963,0,"jellybean","blue"
"7772",7772,1,"placebo","beige"
"7584",7584,0,"placebo","beige"
"5065",5065,0,"jellybean","grey"
"7642",7642,0,"placebo","beige"
"2500",2500,0,"placebo","teal"
"1719",1719,1,"jellybean","blue"
"2850",2850,0,"placebo","salmon"
"8497",8497,0,"jellybean","red"
"2080",2080,0,"placebo","teal"
"4575",4575,0,"jellybean","yellow"
"6278",6278,0,"placebo","cyan"
"9005",9005,1,"jellybean","peach"
"5618",5618,0,"placebo","tan"
"2375",2375,0,"jellybean","teal"
"279",279,0,"jellybean","purple"
"4938",4938,0,"placebo","yellow"
"6064",6064,0,"placebo","cyan"
"1760",1760,1,"placebo","blue"
"4769",4769,0,"jellybean","yellow"
"6015",6015,0,"jellybean","cyan"
"746",746,0,"placebo","brown"
"9746",9746,1,"placebo","orange"
"1764",1764,0,"placebo","blue"
"9223",9223,0,"jellybean","peach"
"6007",6007,0,"jellybean","cyan"
"1795",1795,0,"jellybean","blue"
"6734",6734,0,"placebo","lilac"
"4384",4384,0,"placebo","magenta"
"7453",7453,0,"jellybean","mauve"
"1907",1907,0,"jellybean","blue"
"5960",5960,0,"placebo","tan"
"5084",5084,0,"placebo","grey"
"756",756,0,"placebo","brown"
"8555",8555,0,"jellybean","black"
"9252",9252,0,"placebo","peach"
"6425",6425,0,"jellybean","cyan"
"2486",2486,0,"placebo","teal"
"3840",3840,0,"placebo","turquoise"
"5707",5707,0,"jellybean","tan"
"4151",4151,0,"jellybean","magenta"
"8125",8125,0,"jellybean","red"
"6896",6896,1,"placebo","lilac"
"2218",2218,0,"placebo","teal"
"8366",8366,1,"placebo","red"
"8529",8529,1,"jellybean","black"
"5593",5593,0,"jellybean","tan"
"8676",8676,0,"placebo","black"
"1667",1667,1,"jellybean","blue"
"6314",6314,0,"placebo","cyan"
"4432",4432,0,"placebo","magenta"
"2711",2711,1,"jellybean","salmon"
"590",590,0,"placebo","brown"
"6226",6226,0,"placebo","cyan"
"5403",5403,0,"jellybean","grey"
"5905",5905,0,"jellybean","tan"
"2172",2172,0,"placebo","teal"
"4177",4177,0,"jellybean","magenta"
"186",186,0,"placebo","purple"
"7394",7394,1,"placebo","mauve"
"5631",5631,0,"jellybean","tan"
"9978",9978,0,"placebo","orange"
"8063",8063,0,"jellybean","red"
"7935",7935,1,"jellybean","beige"
"7386",7386,0,"placebo","mauve"
"5179",5179,0,"jellybean","grey"
"7130",7130,0,"placebo","mauve"
"9466",9466,0,"placebo","peach"
"5966",5966,0,"placebo","tan"
"8234",8234,1,"placebo","red"
"238",238,1,"placebo","purple"
"6788",6788,0,"placebo","lilac"
"2360",2360,0,"placebo","teal"
"5533",5533,0,"jellybean","tan"
"3930",3930,1,"placebo","turquoise"
"9744",9744,1,"placebo","orange"
"2000",2000,0,"placebo","blue"
"6863",6863,1,"jellybean","lilac"
"177",177,0,"jellybean","purple"
"3788",3788,0,"placebo","turquoise"
"5126",5126,0,"placebo","grey"
"9909",9909,1,"jellybean","orange"
"2469",2469,0,"jellybean","teal"
"196",196,0,"placebo","purple"
"3312",3312,0,"placebo","green"
"4062",4062,0,"placebo","magenta"
"9602",9602,0,"placebo","orange"
"8004",8004,0,"placebo","red"
"5638",5638,0,"placebo","tan"
"4483",4483,0,"jellybean","magenta"
"9643",9643,0,"jellybean","orange"
"8660",8660,0,"placebo","black"
"811",811,0,"jellybean","brown"
"9880",9880,0,"placebo","orange"
"4998",4998,0,"placebo","yellow"
"4183",4183,0,"jellybean","magenta"
"2868",2868,1,"placebo","salmon"
"9962",9962,0,"placebo","orange"
"3013",3013,0,"jellybean","green"
"6234",6234,0,"placebo","cyan"
"6683",6683,0,"jellybean","lilac"
"3344",3344,0,"placebo","green"
"1803",1803,0,"jellybean","blue"
"5174",5174,0,"placebo","grey"
"2728",2728,0,"placebo","salmon"
"2320",2320,0,"placebo","teal"
"9658",9658,0,"placebo","orange"
"2426",2426,0,"placebo","teal"
"7083",7083,1,"jellybean","mauve"
"9176",9176,0,"placebo","peach"
"5625",5625,0,"jellybean","tan"
"6032",6032,0,"placebo","cyan"
"5407",5407,0,"jellybean","grey"
"6191",6191,0,"jellybean","cyan"
"8126",8126,1,"placebo","red"
"4220",4220,0,"placebo","magenta"
"4614",4614,0,"placebo","yellow"
"7007",7007,0,"jellybean","mauve"
"4030",4030,0,"placebo","magenta"
"7893",7893,1,"jellybean","beige"
"7233",7233,1,"jellybean","mauve"
"6352",6352,1,"placebo","cyan"
"1437",1437,0,"jellybean","pink"
"7052",7052,0,"placebo","mauve"
"2476",2476,0,"placebo","teal"
"9168",9168,0,"placebo","peach"
"6728",6728,1,"placebo","lilac"
"2366",2366,0,"placebo","teal"
"5516",5516,0,"placebo","tan"
"2428",2428,1,"placebo","teal"
"3868",3868,1,"placebo","turquoise"
"2506",2506,0,"placebo","salmon"
"362",362,0,"placebo","purple"
"28",28,0,"placebo","purple"
"7923",7923,0,"jellybean","beige"
"1990",1990,0,"placebo","blue"
"4592",4592,0,"placebo","yellow"
"8503",8503,0,"jellybean","black"
"2748",2748,0,"placebo","salmon"
"2769",2769,0,"jellybean","salmon"
"9510",9510,0,"placebo","orange"
"5766",5766,0,"placebo","tan"
"8315",8315,0,"jellybean","red"
"1049",1049,1,"jellybean","pink"
"3277",3277,0,"jellybean","green"
"6892",6892,0,"placebo","lilac"
"9651",9651,0,"jellybean","orange"
"2322",2322,0,"placebo","teal"
"6754",6754,0,"placebo","lilac"
"8040",8040,1,"placebo","red"
"7343",7343,0,"jellybean","mauve"
"5042",5042,0,"placebo","grey"
"9966",9966,0,"placebo","orange"
"9994",9994,0,"placebo","orange"
"6405",6405,0,"jellybean","cyan"
"7526",7526,0,"placebo","beige"
"1705",1705,1,"jellybean","blue"
"3741",3741,1,"jellybean","turquoise"
"2393",2393,0,"jellybean","teal"
"6607",6607,0,"jellybean","lilac"
"1194",1194,0,"placebo","pink"
"3575",3575,1,"jellybean","turquoise"
"5622",5622,0,"placebo","tan"
"5996",5996,1,"placebo","tan"
"989",989,0,"jellybean","brown"
"5697",5697,0,"jellybean","tan"
"9931",9931,0,"jellybean","orange"
"7439",7439,0,"jellybean","mauve"
"9933",9933,0,"jellybean","orange"
"6513",6513,1,"jellybean","lilac"
"623",623,0,"jellybean","brown"
"4533",4533,0,"jellybean","yellow"
"8050",8050,0,"placebo","red"
"1146",1146,0,"placebo","pink"
"2766",2766,0,"placebo","salmon"
"5624",5624,0,"placebo","tan"
"9538",9538,0,"placebo","orange"
"5375",5375,0,"jellybean","grey"
"6952",6952,0,"placebo","lilac"
"5306",5306,0,"placebo","grey"
"3209",3209,0,"jellybean","green"
"6105",6105,0,"jellybean","cyan"
"2041",2041,0,"jellybean","teal"
"5700",5700,0,"placebo","tan"
"2950",2950,0,"placebo","salmon"
"5177",5177,0,"jellybean","grey"
"9321",9321,0,"jellybean","peach"
"9469",9469,0,"jellybean","peach"
"763",763,0,"jellybean","brown"
"6520",6520,0,"placebo","lilac"
"31",31,1,"jellybean","purple"
"8078",8078,0,"placebo","red"
"6360",6360,0,"placebo","cyan"
"6794",6794,0,"placebo","lilac"
"9077",9077,1,"jellybean","peach"
"1607",1607,1,"jellybean","blue"
"3502",3502,0,"placebo","turquoise"
"1012",1012,0,"placebo","pink"
"1960",1960,0,"placebo","blue"
"8166",8166,0,"placebo","red"
"9191",9191,0,"jellybean","peach"
"1145",1145,0,"jellybean","pink"
"1342",1342,0,"placebo","pink"
"5692",5692,0,"placebo","tan"
"6919",6919,0,"jellybean","lilac"
"1228",1228,0,"placebo","pink"
"4842",4842,0,"placebo","yellow"
"5208",5208,1,"placebo","grey"
"1784",1784,0,"placebo","blue"
"6231",6231,0,"jellybean","cyan"
"7",7,0,"jellybean","purple"
"4557",4557,0,"jellybean","yellow"
"9013",9013,1,"jellybean","peach"
"2312",2312,0,"placebo","teal"
"6768",6768,0,"placebo","lilac"
"7828",7828,0,"placebo","beige"
"3659",3659,1,"jellybean","turquoise"
"4087",4087,0,"jellybean","magenta"
"6096",6096,0,"placebo","cyan"
"9356",9356,0,"placebo","peach"
"4610",4610,0,"placebo","yellow"
"997",997,0,"jellybean","brown"
"9173",9173,0,"jellybean","peach"
"849",849,0,"jellybean","brown"
"3266",3266,1,"placebo","green"
"5428",5428,0,"placebo","grey"
"6522",6522,0,"placebo","lilac"
"6528",6528,1,"placebo","lilac"
"8929",8929,0,"jellybean","black"
"8304",8304,1,"placebo","red"
"2430",2430,0,"placebo","teal"
"4043",4043,1,"jellybean","magenta"
"8263",8263,0,"jellybean","red"
"8639",8639,0,"jellybean","black"
"2512",2512,0,"placebo","salmon"
"1192",1192,0,"placebo","pink"
"4063",4063,0,"jellybean","magenta"
"4187",4187,0,"jellybean","magenta"
"3043",3043,0,"jellybean","green"
"6090",6090,0,"placebo","cyan"
"1972",1972,1,"placebo","blue"
"3603",3603,0,"jellybean","turquoise"
"8220",8220,0,"placebo","red"
"7284",7284,0,"placebo","mauve"
"6184",6184,0,"placebo","cyan"
"7283",7283,1,"jellybean","mauve"
"4112",4112,0,"placebo","magenta"
"1657",1657,0,"jellybean","blue"
"7604",7604,0,"placebo","beige"
"3803",3803,0,"jellybean","turquoise"
"6946",6946,0,"placebo","lilac"
"8630",8630,0,"placebo","black"
"5058",5058,1,"placebo","grey"
"8356",8356,0,"placebo","red"
"1122",1122,0,"placebo","pink"
"5657",5657,0,"jellybean","tan"
"1075",1075,0,"jellybean","pink"
"2394",2394,0,"placebo","teal"
"5521",5521,0,"jellybean","tan"
"1438",1438,1,"placebo","pink"
"8878",8878,0,"placebo","black"
"6399",6399,0,"jellybean","cyan"
"4825",4825,0,"jellybean","yellow"
"7866",7866,0,"placebo","beige"
"3474",3474,0,"placebo","green"
"4619",4619,0,"jellybean","yellow"
"101",101,0,"jellybean","purple"
"2459",2459,0,"jellybean","teal"
"9214",9214,0,"placebo","peach"
"4304",4304,1,"placebo","magenta"
"3050",3050,1,"placebo","green"
"1339",1339,1,"jellybean","pink"
"6805",6805,0,"jellybean","lilac"
"3302",3302,0,"placebo","green"
"9483",9483,0,"jellybean","peach"
"8267",8267,1,"jellybean","red"
"9380",9380,0,"placebo","peach"
"5068",5068,0,"placebo","grey"
"34",34,0,"placebo","purple"
"4386",4386,0,"placebo","magenta"
"6796",6796,0,"placebo","lilac"
"3093",3093,0,"jellybean","green"
"3004",3004,0,"placebo","green"
"2972",2972,0,"placebo","salmon"
"4007",4007,1,"jellybean","magenta"
"1881",1881,1,"jellybean","blue"
"1161",1161,0,"jellybean","pink"
"2636",2636,0,"placebo","salmon"
"3682",3682,1,"placebo","turquoise"
"4976",4976,0,"placebo","yellow"
"283",283,0,"jellybean","purple"
"1650",1650,0,"placebo","blue"
"8380",8380,0,"placebo","red"
"4687",4687,1,"jellybean","yellow"
"8498",8498,0,"placebo","red"
"1563",1563,1,"jellybean","blue"
"5814",5814,0,"placebo","tan"
"8465",8465,0,"jellybean","red"
"7729",7729,1,"jellybean","beige"
"9543",9543,0,"jellybean","orange"
"9879",9879,0,"jellybean","orange"
"4167",4167,0,"jellybean","magenta"
"8011",8011,1,"jellybean","red"
"6527",6527,0,"jellybean","lilac"
"1891",1891,0,"jellybean","blue"
"6319",6319,0,"jellybean","cyan"
"2832",2832,0,"placebo","salmon"
"828",828,0,"placebo","brown"
"4530",4530,0,"placebo","yellow"
"921",921,1,"jellybean","brown"
"897",897,0,"jellybean","brown"
"5630",5630,0,"placebo","tan"
"2530",2530,1,"placebo","salmon"
"8232",8232,0,"placebo","red"
"1315",1315,0,"jellybean","pink"
"4470",4470,0,"placebo","magenta"
"5602",5602,0,"placebo","tan"
"369",369,0,"jellybean","purple"
"3901",3901,0,"jellybean","turquoise"
"2867",2867,0,"jellybean","salmon"
"506",506,0,"placebo","brown"
"6954",6954,0,"placebo","lilac"
"83",83,0,"jellybean","purple"
"9617",9617,0,"jellybean","orange"
"8900",8900,0,"placebo","black"
"6914",6914,0,"placebo","lilac"
"8058",8058,0,"placebo","red"
"2445",2445,0,"jellybean","teal"
"4579",4579,0,"jellybean","yellow"
"6759",6759,1,"jellybean","lilac"
"2040",2040,0,"placebo","teal"
"1702",1702,0,"placebo","blue"
"8864",8864,1,"placebo","black"
"7937",7937,1,"jellybean","beige"
"4438",4438,0,"placebo","magenta"
"9",9,0,"jellybean","purple"
"6558",6558,0,"placebo","lilac"
"226",226,0,"placebo","purple"
"5107",5107,0,"jellybean","grey"
"470",470,1,"placebo","purple"
"6026",6026,1,"placebo","cyan"
